# Deleted Objects Ledger
#  Initialized: 2025-11-06
# Purpose: Permanent ledger of retired or obsolete objects.
# No rows are ever removed. Resurrection is annotated in the Notes column.

Object ID,Canonical Name,Date of Deletion,Origin File,Reason,Notes
T278,GroupcustomersbyMeansofImplmentation,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.7 was removed,SurchargePiece Price Increase as neededAM & Sales rep will monitor and increase prices as necessary on parts.Nothing
T279,ReviewBadBoyFMPProjectedfuturevolumestoseeifwedoneedmoreofanincrease,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.7 was removed,
T280,TalktoEduardoabouthisaccountsontheRound2sheet,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.7 was removed,
T281,GettimeinanupcominghuddleanddraftsolidtalktracksforsellingtariffincrasesTHISMONDAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.7 was removed,
T282,PushtheRound2sheettothesalesrepsandaskhowtheywanttoinformthemletterorjustdirectlydeliveringincreaseTODAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.7 was removed,
T265.1,GetfeedbackfromKarlaongettingaccessforMikeScheweDanCoxJacobPotterLeoRivas,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed from Project-Boltwise-Last-Piece.md during synchronization,
P3.8,PhasesTasks,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.8.1,Phase1DefineScopeCustomerList,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.8.2,Phase2FinalizeandRefineAttachmentAContentFormat,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.8.3,Phase3FinalizeAttachmentAProcessownershipWorkInstructions,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.8.4,Phase4PilotRollouttoSelectAccounts,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.8.5,Phase5FullRollouttoTopCustomers,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.8.6,Phase6FollowupTrackingMetrics,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P10.8,EvaluateEfficiencyEffectivenessofBoltwisevsCurrentProcess,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed duplicate project ledger entry,
P8.8,PhasesTasks,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.8.1,Phase1BuildInventoryReportFramework,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.8.2,Phase2EstablishAccountabilityProcess,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.8.3,Phase3SchedulingCadence,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.8.4,Phase4PilotRefine,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P1.8,Actions,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed duplicate project ledger entry,
T286,CreateAttachmentArollouttrackerlistingalltargetcustomersandplannedsenddatesSourcelistpulledfromPowerBI,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.1 was removed,
T287,SchedulemeetingwithChrisforweekof1110toreviewplanprogress,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.1 was removed,
T288,ZachwillpullKarlasCostSavingsSmarsheetintoAttachmentAtemplate,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.2 was removed,
T289,OnceZachpullsinSmartsheetCreatelogictouseColdStartLTinsteadofpublishedLTforsupplierstockedparts,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.2 was removed,
T290,ConfirmversioningandstoragelocationWherewillitbekeptDatereferenceisprobablyok,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.2 was removed,
T291,EstablishlogicforLeadTimetoCustomercolumnonthecustomercopy,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.2 was removed,"I recommend we use the placeholder ""transit"", but we need to be sensitive to what looks best to most customers"
T292,T292,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.2 was removed,
T293,UpdatetheirdatasourcetothereportserverperChad,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.2 was removed,
T294,DocumenteachstepforcreatingupdatingandsendingtheAttachmentA,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.3 was removed,
T295,DefineownershipcreateworkinstructionsandstorealongsidethemastertemplateMikeJakeMelissa,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.3 was removed,
T296,Meetwithsalesrepstoexplainthenewprocessandoutlinehowtheinitialrolloutwillgo,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.4 was removed,
T297,SendAttachmentAnotificationwithclearmessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.4 was removed,
T298,Capturereactionsandadjusttemplateormessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.4 was removed,
T299,Schedulecommunicationcadenceandtrackconfirmations,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.5 was removed,
T300,Verifyacknowledgmentrecordconfirmationssummarizecoverageandnotenextsteps,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.6 was removed,
T301,EstablishnextevolutionofAttachmentAtoincludeallcustomerXrefpartsandnotewhichitemsFieldisnotstockingnopricecoldstartleadtimenocommitment,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.8.6 was removed,
T302,TesttheSPXimplementationrecentinBoltwiseandcomparetotheactualP21ItemIDswecrossreferencedforSPXrecently,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed ledger entry because parent P10.8 was removed,"## NotesCurrent process = LP team works directly in PFEP, then exports & sends them to SourcingKarla: Sourcing's process is that everything starts in Boltwise, then goes to QstratLong-term goal is to have all Quoting in Boltwise to start with and always quote with it.Karla will get the guys logins & training"
T303,PullcommitmentquantitiesfromAttachmentAdata,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.8.1 was removed,
T304,DefineslowmovingcriteriaandcreatereportlayoutinPowerBI,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.8.1 was removed,
T305,ValidatecalculationswithZachandChrisPauli,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.8.1 was removed,
T306,Defineruleifitemisslowmovingfor2periodscustomermustissueaPO,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.8.2 was removed,
T307,DocumentescalationandalignwithSalesReps,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.8.2 was removed,
T308,Setquarterlysemiannualprocesscadence,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.8.3 was removed,
T309,Createmeetingpreptemplate,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.8.3 was removed,
T310,Testprocesswith12customers,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.8.4 was removed,
T311,Adjustandscalerollout,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.8.4 was removed,
T312,DraftofficialmessagingtorolloutincreasesincludecontextonIEEPAtariffskeyimpactedtariffstimelinesandcommunicationtoneandsendtoAdamforreview,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.8 was removed,
T313,Spend30mincomparingpretariffposttariffactualmarginsonPiecePriceIncreasecustomersdownto100ksalestoseeifweactuallymaintainedmargin,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.8 was removed,
T314,Reviewallmyrepsaccountsandconfirmtheapproachwelltakeforthem,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.8 was removed,Bryce (done)NickKyleDave
T315,GroupcustomersbyMeansofImplementation,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.8 was removed,SurchargePiece Price Increase as neededAM & Sales rep will monitor and increase prices as necessary on parts.Nothing
T316,ReviewBadBoyFMPProjectedfuturevolumestoseeifwedoneedmoreofanincrease,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.8 was removed,
T317,TalktoEduardoabouthisaccountsontheRound2sheet,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.8 was removed,
T318,GettimeinanupcominghuddleanddraftsolidtalktracksforsellingtariffincrasesTHISMONDAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.8 was removed,
T319,PushtheRound2sheettothesalesrepsandaskhowtheywanttoinformthemletterorjustdirectlydeliveringincreaseTODAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.8 was removed,
T302.1,GetfeedbackfromKarlaongettingaccessforMikeScheweDanCoxJacobPotterLeoRivas,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed from Project-Boltwise-Last-Piece.md during synchronization,
P3.9,PhasesTasks,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.9.1,Phase1DefineScopeCustomerList,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.9.2,Phase2FinalizeandRefineAttachmentAContentFormat,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.9.3,Phase3FinalizeAttachmentAProcessownershipWorkInstructions,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.9.4,Phase4PilotRollouttoSelectAccounts,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.9.5,Phase5FullRollouttoTopCustomers,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.9.6,Phase6FollowupTrackingMetrics,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P10.9,EvaluateEfficiencyEffectivenessofBoltwisevsCurrentProcess,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed duplicate project ledger entry,
P8.9,PhasesTasks,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.9.1,Phase1BuildInventoryReportFramework,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.9.2,Phase2EstablishAccountabilityProcess,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.9.3,Phase3SchedulingCadence,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.9.4,Phase4PilotRefine,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P1.9,Actions,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed duplicate project ledger entry,
T320,CreateAttachmentArollouttrackerlistingalltargetcustomersandplannedsenddatesSourcelistpulledfromPowerBI,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.1 was removed,
T321,SchedulemeetingwithChrisforweekof1110toreviewplanprogress,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.1 was removed,
T322,ZachwillpullKarlasCostSavingsSmarsheetintoAttachmentAtemplate,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.2 was removed,
T323,OnceZachpullsinSmartsheetCreatelogictouseColdStartLTinsteadofpublishedLTforsupplierstockedparts,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.2 was removed,
T324,ConfirmversioningandstoragelocationWherewillitbekeptDatereferenceisprobablyok,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.2 was removed,
T325,EstablishlogicforLeadTimetoCustomercolumnonthecustomercopy,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.2 was removed,"I recommend we use the placeholder ""transit"", but we need to be sensitive to what looks best to most customers"
T326,T326,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.2 was removed,
T327,UpdatetheirdatasourcetothereportserverperChad,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.2 was removed,
T328,DocumenteachstepforcreatingupdatingandsendingtheAttachmentA,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.3 was removed,
T329,DefineownershipcreateworkinstructionsandstorealongsidethemastertemplateMikeJakeMelissa,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.3 was removed,
T330,Meetwithsalesrepstoexplainthenewprocessandoutlinehowtheinitialrolloutwillgo,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.4 was removed,
T331,SendAttachmentAnotificationwithclearmessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.4 was removed,
T332,Capturereactionsandadjusttemplateormessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.4 was removed,
T333,Schedulecommunicationcadenceandtrackconfirmations,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.5 was removed,
T334,Verifyacknowledgmentrecordconfirmationssummarizecoverageandnotenextsteps,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.6 was removed,
T335,EstablishnextevolutionofAttachmentAtoincludeallcustomerXrefpartsandnotewhichitemsFieldisnotstockingnopricecoldstartleadtimenocommitment,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.9.6 was removed,
T336,TesttheSPXimplementationrecentinBoltwiseandcomparetotheactualP21ItemIDswecrossreferencedforSPXrecently,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed ledger entry because parent P10.9 was removed,"## NotesCurrent process = LP team works directly in PFEP, then exports & sends them to SourcingKarla: Sourcing's process is that everything starts in Boltwise, then goes to QstratLong-term goal is to have all Quoting in Boltwise to start with and always quote with it.Karla will get the guys logins & training"
T337,PullcommitmentquantitiesfromAttachmentAdata,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.9.1 was removed,
T338,DefineslowmovingcriteriaandcreatereportlayoutinPowerBI,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.9.1 was removed,
T339,ValidatecalculationswithZachandChrisPauli,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.9.1 was removed,
T340,Defineruleifitemisslowmovingfor2periodscustomermustissueaPO,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.9.2 was removed,
T341,DocumentescalationandalignwithSalesReps,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.9.2 was removed,
T342,Setquarterlysemiannualprocesscadence,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.9.3 was removed,
T343,Createmeetingpreptemplate,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.9.3 was removed,
T344,Testprocesswith12customers,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.9.4 was removed,
T345,Adjustandscalerollout,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.9.4 was removed,
T346,DraftofficialmessagingtorolloutincreasesincludecontextonIEEPAtariffskeyimpactedtariffstimelinesandcommunicationtoneandsendtoAdamforreview,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.9 was removed,
T347,Spend30mincomparingpretariffposttariffactualmarginsonPiecePriceIncreasecustomersdownto100ksalestoseeifweactuallymaintainedmargin,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.9 was removed,
T348,Reviewallmyrepsaccountsandconfirmtheapproachwelltakeforthem,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.9 was removed,Bryce (done)NickKyleDave
T349,GroupcustomersbyMeansofImplementation,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.9 was removed,SurchargePiece Price Increase as neededAM & Sales rep will monitor and increase prices as necessary on parts.Nothing
T350,ReviewBadBoyFMPProjectedfuturevolumestoseeifwedoneedmoreofanincrease,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.9 was removed,
T351,TalktoEduardoabouthisaccountsontheRound2sheet,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.9 was removed,
T352,GettimeinanupcominghuddleanddraftsolidtalktracksforsellingtariffincrasesTHISMONDAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.9 was removed,
T353,PushtheRound2sheettothesalesrepsandaskhowtheywanttoinformthemletterorjustdirectlydeliveringincreaseTODAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.9 was removed,
T336.1,GetfeedbackfromKarlaongettingaccessforMikeScheweDanCoxJacobPotterLeoRivas,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed from Project-Boltwise-Last-Piece.md during synchronization,
P3.10,PhasesTasks,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.10.1,Phase1DefineScopeCustomerList,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.10.2,Phase2FinalizeandRefineAttachmentAContentFormat,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.10.3,Phase3FinalizeAttachmentAProcessownershipWorkInstructions,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.10.4,Phase4PilotRollouttoSelectAccounts,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.10.5,Phase5FullRollouttoTopCustomers,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.10.6,Phase6FollowupTrackingMetrics,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P10.10,EvaluateEfficiencyEffectivenessofBoltwisevsCurrentProcess,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed duplicate project ledger entry,
P8.10,PhasesTasks,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.10.1,Phase1BuildInventoryReportFramework,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.10.2,Phase2EstablishAccountabilityProcess,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.10.3,Phase3SchedulingCadence,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.10.4,Phase4PilotRefine,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P1.10,Actions,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed duplicate project ledger entry,
T354,CreateAttachmentArollouttrackerlistingalltargetcustomersandplannedsenddatesSourcelistpulledfromPowerBI,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.1 was removed,
T355,SchedulemeetingwithChrisforweekof1110toreviewplanprogress,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.1 was removed,
T356,ZachwillpullKarlasCostSavingsSmarsheetintoAttachmentAtemplate,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.2 was removed,
T357,OnceZachpullsinSmartsheetCreatelogictouseColdStartLTinsteadofpublishedLTforsupplierstockedparts,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.2 was removed,
T358,ConfirmversioningandstoragelocationWherewillitbekeptDatereferenceisprobablyok,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.2 was removed,
T359,EstablishlogicforLeadTimetoCustomercolumnonthecustomercopy,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.2 was removed,"I recommend we use the placeholder ""transit"", but we need to be sensitive to what looks best to most customers"
T360,T360,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.2 was removed,
T361,UpdatetheirdatasourcetothereportserverperChad,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.2 was removed,
T362,DocumenteachstepforcreatingupdatingandsendingtheAttachmentA,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.3 was removed,
T363,DefineownershipcreateworkinstructionsandstorealongsidethemastertemplateMikeJakeMelissa,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.3 was removed,
T364,Meetwithsalesrepstoexplainthenewprocessandoutlinehowtheinitialrolloutwillgo,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.4 was removed,
T365,SendAttachmentAnotificationwithclearmessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.4 was removed,
T366,Capturereactionsandadjusttemplateormessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.4 was removed,
T367,Schedulecommunicationcadenceandtrackconfirmations,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.5 was removed,
T368,Verifyacknowledgmentrecordconfirmationssummarizecoverageandnotenextsteps,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.6 was removed,
T369,EstablishnextevolutionofAttachmentAtoincludeallcustomerXrefpartsandnotewhichitemsFieldisnotstockingnopricecoldstartleadtimenocommitment,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.10.6 was removed,
T370,TesttheSPXimplementationrecentinBoltwiseandcomparetotheactualP21ItemIDswecrossreferencedforSPXrecently,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed ledger entry because parent P10.10 was removed,"## NotesCurrent process = LP team works directly in PFEP, then exports & sends them to SourcingKarla: Sourcing's process is that everything starts in Boltwise, then goes to QstratLong-term goal is to have all Quoting in Boltwise to start with and always quote with it.Karla will get the guys logins & training"
T371,PullcommitmentquantitiesfromAttachmentAdata,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.10.1 was removed,
T372,DefineslowmovingcriteriaandcreatereportlayoutinPowerBI,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.10.1 was removed,
T373,ValidatecalculationswithZachandChrisPauli,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.10.1 was removed,
T374,Defineruleifitemisslowmovingfor2periodscustomermustissueaPO,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.10.2 was removed,
T375,DocumentescalationandalignwithSalesReps,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.10.2 was removed,
T376,Setquarterlysemiannualprocesscadence,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.10.3 was removed,
T377,Createmeetingpreptemplate,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.10.3 was removed,
T378,Testprocesswith12customers,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.10.4 was removed,
T379,Adjustandscalerollout,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.10.4 was removed,
T380,DraftofficialmessagingtorolloutincreasesincludecontextonIEEPAtariffskeyimpactedtariffstimelinesandcommunicationtoneandsendtoAdamforreview,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.10 was removed,
T381,Spend30mincomparingpretariffposttariffactualmarginsonPiecePriceIncreasecustomersdownto100ksalestoseeifweactuallymaintainedmargin,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.10 was removed,
T382,Reviewallmyrepsaccountsandconfirmtheapproachwelltakeforthem,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.10 was removed,Bryce (done)NickKyleDave
T383,GroupcustomersbyMeansofImplementation,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.10 was removed,SurchargePiece Price Increase as neededAM & Sales rep will monitor and increase prices as necessary on parts.Nothing
T384,ReviewBadBoyFMPProjectedfuturevolumestoseeifwedoneedmoreofanincrease,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.10 was removed,
T385,TalktoEduardoabouthisaccountsontheRound2sheet,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.10 was removed,
T386,GettimeinanupcominghuddleanddraftsolidtalktracksforsellingtariffincrasesTHISMONDAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.10 was removed,
T387,PushtheRound2sheettothesalesrepsandaskhowtheywanttoinformthemletterorjustdirectlydeliveringincreaseTODAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.10 was removed,
T370.1,GetfeedbackfromKarlaongettingaccessforMikeScheweDanCoxJacobPotterLeoRivas,2025-11-14,Projects/Project-Boltwise-Last-Piece.md,Removed from Project-Boltwise-Last-Piece.md during synchronization,
P3.11,PhasesTasks,2025-11-14,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.11.1,Phase1DefineScopeCustomerList,2025-11-14,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.11.2,Phase2FinalizeandRefineAttachmentAContentFormat,2025-11-14,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.11.3,Phase3FinalizeAttachmentAProcessownershipWorkInstructions,2025-11-14,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.11.4,Phase4PilotRollouttoSelectAccounts,2025-11-14,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.11.5,Phase5FullRollouttoTopCustomers,2025-11-14,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.11.6,Phase6FollowupTrackingMetrics,2025-11-14,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P10.11,EvaluateEfficiencyEffectivenessofBoltwisevsCurrentProcess,2025-11-14,Projects/Project-Boltwise-Last-Piece.md,Removed duplicate project ledger entry,
P8.11,PhasesTasks,2025-11-14,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.11.1,Phase1BuildInventoryReportFramework,2025-11-14,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.11.2,Phase2EstablishAccountabilityProcess,2025-11-14,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.11.3,Phase3SchedulingCadence,2025-11-14,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.11.4,Phase4PilotRefine,2025-11-14,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P1.11,Actions,2025-11-14,Projects/Project-TariffRound2Increase.md,Removed duplicate project ledger entry,
T388,CreateAttachmentArollouttrackerlistingalltargetcustomersandplannedsenddatesSourcelistpulledfromPowerBI,2025-11-14,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.11.1 was removed,
T389,SchedulemeetingwithChrisforweekof1110toreviewplanprogress,2025-11-14,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.11.1 was removed,
T390,ZachwillpullKarlasCostSavingsSmarsheetintoAttachmentAtemplate,2025-11-14,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.11.2 was removed,
T391,OnceZachpullsinSmartsheetCreatelogictouseColdStartLTinsteadofpublishedLTforsupplierstockedparts,2025-11-14,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.11.2 was removed,
T392,ConfirmversioningandstoragelocationWherewillitbekeptDatereferenceisprobablyok,2025-11-14,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.11.2 was removed,
