# Deleted Objects Ledger
#  Initialized: 2025-11-06
# Purpose: Permanent ledger of retired or obsolete objects.
# No rows are ever removed. Resurrection is annotated in the Notes column.

Object ID,Canonical Name,Date of Deletion,Origin File,Reason,Notes
P8.4.4,Phase4PilotRefine,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P1.4,Actions,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed duplicate project ledger entry,
T153,CreateAttachmentArollouttrackerlistingalltargetcustomersandplannedsenddatesSourcelistpulledfromPowerBI,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.1 was removed,
T154,SchedulemeetingwithChrisforweekof1110toreviewplanprogress,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.1 was removed,
T155,ZachwillpullKarlasCostSavingsSmarsheetintoAttachmentAtemplate,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.2 was removed,
T156,OnceZachpullsinSmartsheetCreatelogictouseColdStartLTinsteadofpublishedLTforsupplierstockedparts,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.2 was removed,
T157,ConfirmversioningandstoragelocationWherewillitbekeptDatereferenceisprobablyok,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.2 was removed,
T158,EstablishlogicforLeadTimetoCustomercolumnonthecustomercopy,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.2 was removed,"I recommend we use the placeholder ""transit"", but we need to be sensitive to what looks best to most customers"
T159,DocumenteachstepforcreatingupdatingandsendingtheAttachmentA,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.3 was removed,
T160,DefineownershipcreateworkinstructionsandstorealongsidethemastertemplateMikeJakeMelissa,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.3 was removed,
T161,Meetwithsalesrepstoexplainthenewprocessandoutlinehowtheinitialrolloutwillgo,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.4 was removed,
T162,SendAttachmentAnotificationwithclearmessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.4 was removed,
T163,Capturereactionsandadjusttemplateormessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.4 was removed,
T164,Schedulecommunicationcadenceandtrackconfirmations,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.5 was removed,
T165,Verifyacknowledgmentrecordconfirmationssummarizecoverageandnotenextsteps,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.6 was removed,
T166,EstablishnextevolutionofAttachmentAtoincludeallcustomerXrefpartsandnotewhichitemsFieldisnotstockingnopricecoldstartleadtimenocommitment,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.4.6 was removed,
T167,TesttheSPXimplementationrecentinBoltwiseandcomparetotheactualP21ItemIDswecrossreferencedforSPXrecently,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed ledger entry because parent P10.4 was removed,
T168,PullcommitmentquantitiesfromAttachmentAdata,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.4.1 was removed,
T169,DefineslowmovingcriteriaandcreatereportlayoutinPowerBI,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.4.1 was removed,
T170,ValidatecalculationswithZachandChrisPauli,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.4.1 was removed,
T171,Defineruleifitemisslowmovingfor2periodscustomermustissueaPO,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.4.2 was removed,
T172,DocumentescalationandalignwithSalesReps,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.4.2 was removed,
T173,Setquarterlysemiannualprocesscadence,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.4.3 was removed,
T174,Createmeetingpreptemplate,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.4.3 was removed,
T175,Testprocesswith12customers,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.4.4 was removed,
T176,Adjustandscalerollout,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.4.4 was removed,
T177,DraftofficialmessagingtorolloutincreasesincludecontextonIEEPAtariffskeyimpactedtariffstimelinesandcommunicationtoneandsendtoAdamforreview,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.4 was removed,
T178,Spend30mincomparingpretariffposttariffactualmarginsonPiecePriceIncreasecustomersdownto100ksalestoseeifweactuallymaintainedmargin,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.4 was removed,
T179,Reviewallmyrepsaccountsandconfirmtheapproachwelltakeforthem,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.4 was removed,Bryce (done)NickKyleDave
T180,GroupcustomersbyMeansofImplmentation,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.4 was removed,SurchargePiece Price Increase as neededAM & Sales rep will monitor and increase prices as necessary on parts.Nothing
T181,ReviewBadBoyFMPProjectedfuturevolumestoseeifwedoneedmoreofanincrease,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.4 was removed,
T182,TalktoEduardoabouthisaccountsontheRound2sheet,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.4 was removed,
T183,GettimeinanupcominghuddleanddraftsolidtalktracksforsellingtariffincrasesTHISMONDAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.4 was removed,
T184,PushtheRound2sheettothesalesrepsandaskhowtheywanttoinformthemletterorjustdirectlydeliveringincreaseTODAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.4 was removed,
T167.1,GetfeedbackfromKarlaongettingaccessforMikeScheweDanCoxJacobPotterLeoRivas,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed from Project-Boltwise-Last-Piece.md during synchronization,
P3.5,PhasesTasks,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.5.1,Phase1DefineScopeCustomerList,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.5.2,Phase2FinalizeandRefineAttachmentAContentFormat,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.5.3,Phase3FinalizeAttachmentAProcessownershipWorkInstructions,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.5.4,Phase4PilotRollouttoSelectAccounts,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.5.5,Phase5FullRollouttoTopCustomers,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.5.6,Phase6FollowupTrackingMetrics,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P10.5,EvaluateEfficiencyEffectivenessofBoltwisevsCurrentProcess,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed duplicate project ledger entry,
P8.5,PhasesTasks,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.5.1,Phase1BuildInventoryReportFramework,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.5.2,Phase2EstablishAccountabilityProcess,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.5.3,Phase3SchedulingCadence,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.5.4,Phase4PilotRefine,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P1.5,Actions,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed duplicate project ledger entry,
T185,CreateAttachmentArollouttrackerlistingalltargetcustomersandplannedsenddatesSourcelistpulledfromPowerBI,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.1 was removed,
T186,SchedulemeetingwithChrisforweekof1110toreviewplanprogress,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.1 was removed,
T187,ZachwillpullKarlasCostSavingsSmarsheetintoAttachmentAtemplate,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.2 was removed,
T188,OnceZachpullsinSmartsheetCreatelogictouseColdStartLTinsteadofpublishedLTforsupplierstockedparts,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.2 was removed,
T189,ConfirmversioningandstoragelocationWherewillitbekeptDatereferenceisprobablyok,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.2 was removed,
T190,EstablishlogicforLeadTimetoCustomercolumnonthecustomercopy,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.2 was removed,"I recommend we use the placeholder ""transit"", but we need to be sensitive to what looks best to most customers"
T191,DocumenteachstepforcreatingupdatingandsendingtheAttachmentA,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.3 was removed,
T192,DefineownershipcreateworkinstructionsandstorealongsidethemastertemplateMikeJakeMelissa,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.3 was removed,
T193,Meetwithsalesrepstoexplainthenewprocessandoutlinehowtheinitialrolloutwillgo,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.4 was removed,
T194,SendAttachmentAnotificationwithclearmessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.4 was removed,
T195,Capturereactionsandadjusttemplateormessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.4 was removed,
T196,Schedulecommunicationcadenceandtrackconfirmations,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.5 was removed,
T197,Verifyacknowledgmentrecordconfirmationssummarizecoverageandnotenextsteps,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.6 was removed,
T198,EstablishnextevolutionofAttachmentAtoincludeallcustomerXrefpartsandnotewhichitemsFieldisnotstockingnopricecoldstartleadtimenocommitment,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.5.6 was removed,
T199,TesttheSPXimplementationrecentinBoltwiseandcomparetotheactualP21ItemIDswecrossreferencedforSPXrecently,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed ledger entry because parent P10.5 was removed,
T200,PullcommitmentquantitiesfromAttachmentAdata,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.5.1 was removed,
T201,DefineslowmovingcriteriaandcreatereportlayoutinPowerBI,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.5.1 was removed,
T202,ValidatecalculationswithZachandChrisPauli,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.5.1 was removed,
T203,Defineruleifitemisslowmovingfor2periodscustomermustissueaPO,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.5.2 was removed,
T204,DocumentescalationandalignwithSalesReps,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.5.2 was removed,
T205,Setquarterlysemiannualprocesscadence,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.5.3 was removed,
T206,Createmeetingpreptemplate,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.5.3 was removed,
T207,Testprocesswith12customers,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.5.4 was removed,
T208,Adjustandscalerollout,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.5.4 was removed,
T209,DraftofficialmessagingtorolloutincreasesincludecontextonIEEPAtariffskeyimpactedtariffstimelinesandcommunicationtoneandsendtoAdamforreview,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.5 was removed,
T210,Spend30mincomparingpretariffposttariffactualmarginsonPiecePriceIncreasecustomersdownto100ksalestoseeifweactuallymaintainedmargin,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.5 was removed,
T211,Reviewallmyrepsaccountsandconfirmtheapproachwelltakeforthem,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.5 was removed,Bryce (done)NickKyleDave
T212,GroupcustomersbyMeansofImplmentation,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.5 was removed,SurchargePiece Price Increase as neededAM & Sales rep will monitor and increase prices as necessary on parts.Nothing
T213,ReviewBadBoyFMPProjectedfuturevolumestoseeifwedoneedmoreofanincrease,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.5 was removed,
T214,TalktoEduardoabouthisaccountsontheRound2sheet,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.5 was removed,
T215,GettimeinanupcominghuddleanddraftsolidtalktracksforsellingtariffincrasesTHISMONDAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.5 was removed,
T216,PushtheRound2sheettothesalesrepsandaskhowtheywanttoinformthemletterorjustdirectlydeliveringincreaseTODAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.5 was removed,
T199.1,GetfeedbackfromKarlaongettingaccessforMikeScheweDanCoxJacobPotterLeoRivas,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed from Project-Boltwise-Last-Piece.md during synchronization,
P3.6,PhasesTasks,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.6.1,Phase1DefineScopeCustomerList,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.6.2,Phase2FinalizeandRefineAttachmentAContentFormat,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.6.3,Phase3FinalizeAttachmentAProcessownershipWorkInstructions,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.6.4,Phase4PilotRollouttoSelectAccounts,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.6.5,Phase5FullRollouttoTopCustomers,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.6.6,Phase6FollowupTrackingMetrics,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P10.6,EvaluateEfficiencyEffectivenessofBoltwisevsCurrentProcess,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed duplicate project ledger entry,
P8.6,PhasesTasks,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.6.1,Phase1BuildInventoryReportFramework,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.6.2,Phase2EstablishAccountabilityProcess,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.6.3,Phase3SchedulingCadence,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.6.4,Phase4PilotRefine,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P1.6,Actions,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed duplicate project ledger entry,
T217,CreateAttachmentArollouttrackerlistingalltargetcustomersandplannedsenddatesSourcelistpulledfromPowerBI,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.1 was removed,
T218,SchedulemeetingwithChrisforweekof1110toreviewplanprogress,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.1 was removed,
T219,ZachwillpullKarlasCostSavingsSmarsheetintoAttachmentAtemplate,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.2 was removed,
T220,OnceZachpullsinSmartsheetCreatelogictouseColdStartLTinsteadofpublishedLTforsupplierstockedparts,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.2 was removed,
T221,ConfirmversioningandstoragelocationWherewillitbekeptDatereferenceisprobablyok,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.2 was removed,
T222,EstablishlogicforLeadTimetoCustomercolumnonthecustomercopy,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.2 was removed,"I recommend we use the placeholder ""transit"", but we need to be sensitive to what looks best to most customers"
T223,DocumenteachstepforcreatingupdatingandsendingtheAttachmentA,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.3 was removed,
T224,DefineownershipcreateworkinstructionsandstorealongsidethemastertemplateMikeJakeMelissa,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.3 was removed,
T225,Meetwithsalesrepstoexplainthenewprocessandoutlinehowtheinitialrolloutwillgo,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.4 was removed,
T226,SendAttachmentAnotificationwithclearmessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.4 was removed,
T227,Capturereactionsandadjusttemplateormessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.4 was removed,
T228,Schedulecommunicationcadenceandtrackconfirmations,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.5 was removed,
T229,Verifyacknowledgmentrecordconfirmationssummarizecoverageandnotenextsteps,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.6 was removed,
T230,EstablishnextevolutionofAttachmentAtoincludeallcustomerXrefpartsandnotewhichitemsFieldisnotstockingnopricecoldstartleadtimenocommitment,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.6.6 was removed,
T231,TesttheSPXimplementationrecentinBoltwiseandcomparetotheactualP21ItemIDswecrossreferencedforSPXrecently,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed ledger entry because parent P10.6 was removed,
T232,PullcommitmentquantitiesfromAttachmentAdata,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.6.1 was removed,
T233,DefineslowmovingcriteriaandcreatereportlayoutinPowerBI,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.6.1 was removed,
T234,ValidatecalculationswithZachandChrisPauli,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.6.1 was removed,
T235,Defineruleifitemisslowmovingfor2periodscustomermustissueaPO,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.6.2 was removed,
T236,DocumentescalationandalignwithSalesReps,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.6.2 was removed,
T237,Setquarterlysemiannualprocesscadence,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.6.3 was removed,
T238,Createmeetingpreptemplate,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.6.3 was removed,
T239,Testprocesswith12customers,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.6.4 was removed,
T240,Adjustandscalerollout,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.6.4 was removed,
T241,DraftofficialmessagingtorolloutincreasesincludecontextonIEEPAtariffskeyimpactedtariffstimelinesandcommunicationtoneandsendtoAdamforreview,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.6 was removed,
T242,Spend30mincomparingpretariffposttariffactualmarginsonPiecePriceIncreasecustomersdownto100ksalestoseeifweactuallymaintainedmargin,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.6 was removed,
T243,Reviewallmyrepsaccountsandconfirmtheapproachwelltakeforthem,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.6 was removed,Bryce (done)NickKyleDave
T244,GroupcustomersbyMeansofImplmentation,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.6 was removed,SurchargePiece Price Increase as neededAM & Sales rep will monitor and increase prices as necessary on parts.Nothing
T245,ReviewBadBoyFMPProjectedfuturevolumestoseeifwedoneedmoreofanincrease,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.6 was removed,
T246,TalktoEduardoabouthisaccountsontheRound2sheet,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.6 was removed,
T247,GettimeinanupcominghuddleanddraftsolidtalktracksforsellingtariffincrasesTHISMONDAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.6 was removed,
T248,PushtheRound2sheettothesalesrepsandaskhowtheywanttoinformthemletterorjustdirectlydeliveringincreaseTODAY,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.6 was removed,
T231.1,GetfeedbackfromKarlaongettingaccessforMikeScheweDanCoxJacobPotterLeoRivas,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed from Project-Boltwise-Last-Piece.md during synchronization,
P3.7,PhasesTasks,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.7.1,Phase1DefineScopeCustomerList,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.7.2,Phase2FinalizeandRefineAttachmentAContentFormat,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.7.3,Phase3FinalizeAttachmentAProcessownershipWorkInstructions,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.7.4,Phase4PilotRollouttoSelectAccounts,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.7.5,Phase5FullRollouttoTopCustomers,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P3.7.6,Phase6FollowupTrackingMetrics,2025-11-13,Projects/Project-AttachmentA.md,Removed duplicate project ledger entry,
P10.7,EvaluateEfficiencyEffectivenessofBoltwisevsCurrentProcess,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed duplicate project ledger entry,
P8.7,PhasesTasks,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.7.1,Phase1BuildInventoryReportFramework,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.7.2,Phase2EstablishAccountabilityProcess,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.7.3,Phase3SchedulingCadence,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P8.7.4,Phase4PilotRefine,2025-11-13,Projects/Project-InventoryReport.md,Removed duplicate project ledger entry,
P1.7,Actions,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed duplicate project ledger entry,
T249,CreateAttachmentArollouttrackerlistingalltargetcustomersandplannedsenddatesSourcelistpulledfromPowerBI,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.1 was removed,
T250,SchedulemeetingwithChrisforweekof1110toreviewplanprogress,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.1 was removed,
T251,ZachwillpullKarlasCostSavingsSmarsheetintoAttachmentAtemplate,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.2 was removed,
T252,OnceZachpullsinSmartsheetCreatelogictouseColdStartLTinsteadofpublishedLTforsupplierstockedparts,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.2 was removed,
T253,ConfirmversioningandstoragelocationWherewillitbekeptDatereferenceisprobablyok,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.2 was removed,
T254,EstablishlogicforLeadTimetoCustomercolumnonthecustomercopy,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.2 was removed,"I recommend we use the placeholder ""transit"", but we need to be sensitive to what looks best to most customers"
T255,T255,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.2 was removed,
T256,UpdatetheirdatasourcetothereportserverperChad,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.2 was removed,
T257,DocumenteachstepforcreatingupdatingandsendingtheAttachmentA,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.3 was removed,
T258,DefineownershipcreateworkinstructionsandstorealongsidethemastertemplateMikeJakeMelissa,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.3 was removed,
T259,Meetwithsalesrepstoexplainthenewprocessandoutlinehowtheinitialrolloutwillgo,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.4 was removed,
T260,SendAttachmentAnotificationwithclearmessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.4 was removed,
T261,Capturereactionsandadjusttemplateormessaging,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.4 was removed,
T262,Schedulecommunicationcadenceandtrackconfirmations,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.5 was removed,
T263,Verifyacknowledgmentrecordconfirmationssummarizecoverageandnotenextsteps,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.6 was removed,
T264,EstablishnextevolutionofAttachmentAtoincludeallcustomerXrefpartsandnotewhichitemsFieldisnotstockingnopricecoldstartleadtimenocommitment,2025-11-13,Projects/Project-AttachmentA.md,Removed ledger entry because parent P3.7.6 was removed,
T265,TesttheSPXimplementationrecentinBoltwiseandcomparetotheactualP21ItemIDswecrossreferencedforSPXrecently,2025-11-13,Projects/Project-Boltwise-Last-Piece.md,Removed ledger entry because parent P10.7 was removed,"## NotesCurrent process = LP team works directly in PFEP, then exports & sends them to SourcingKarla: Sourcing's process is that everything starts in Boltwise, then goes to QstratLong-term goal is to have all Quoting in Boltwise to start with and always quote with it.Karla will get the guys logins & training"
T266,PullcommitmentquantitiesfromAttachmentAdata,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.7.1 was removed,
T267,DefineslowmovingcriteriaandcreatereportlayoutinPowerBI,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.7.1 was removed,
T268,ValidatecalculationswithZachandChrisPauli,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.7.1 was removed,
T269,Defineruleifitemisslowmovingfor2periodscustomermustissueaPO,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.7.2 was removed,
T270,DocumentescalationandalignwithSalesReps,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.7.2 was removed,
T271,Setquarterlysemiannualprocesscadence,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.7.3 was removed,
T272,Createmeetingpreptemplate,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.7.3 was removed,
T273,Testprocesswith12customers,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.7.4 was removed,
T274,Adjustandscalerollout,2025-11-13,Projects/Project-InventoryReport.md,Removed ledger entry because parent P8.7.4 was removed,
T275,DraftofficialmessagingtorolloutincreasesincludecontextonIEEPAtariffskeyimpactedtariffstimelinesandcommunicationtoneandsendtoAdamforreview,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.7 was removed,
T276,Spend30mincomparingpretariffposttariffactualmarginsonPiecePriceIncreasecustomersdownto100ksalestoseeifweactuallymaintainedmargin,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.7 was removed,
T277,Reviewallmyrepsaccountsandconfirmtheapproachwelltakeforthem,2025-11-13,Projects/Project-TariffRound2Increase.md,Removed ledger entry because parent P1.7 was removed,Bryce (done)NickKyleDave
